Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
9b,29/11/2013,16:49,47.896,49.292,6,6,97.188,1.396,287.376,295.754,,2,2,,,9.923,10.634,8.941,8.974,9.423,,,9.233,9.470,10.470,10.833,9.286,,11.312,9.543,11.125,10.810,,Stroop off run 1 components,.823,1.056,.864,1.279,.896,1.152,.849,.990,.977,1.038,Stroop off run 2 components,1.132,.784,.991,.832,.927,1.168,1.663,1.120,.881,1.136,Stroop off run 3 components,.960,.944,1.056,.799,1.024,.817,.782,1.008,.800,.751,Stroop off run 4 components,.833,1.088,.736,1.103,.848,.879,.720,.784,.816,1.168,Stroop off run 5 components,.947,.735,.801,1.406,.960,.975,.976,.864,.864,.895,,Stroop on run 1 components,.851,.992,.832,.928,.720,1.056,.991,.943,1.072,.848,Stroop on run 2 components,.850,1.279,1.120,.559,.960,.783,.800,1.087,.848,1.184,Stroop on run 3 components,1.211,.991,.976,1.248,.928,1.087,.752,.880,1.359,1.039,Stroop on run 4 components,.933,.943,.848,1.215,1.136,1.072,1.057,1.328,1.230,1.072,Stroop on run 5 components,1.192,.768,1.232,.960,.735,.816,.800,1.039,.768,.976,,3.483,,,1.692
