Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
15b,03/12/2013,13:52,49.330,53.633,6,6,102.963,4.304,295.978,321.800,,5,1,,,9.534,9.717,9.694,9.511,10.873,,,11.462,10.801,11.308,9.680,10.381,,10.154,9.613,10.660,10.120,,Stroop off run 1 components,1.137,.832,.896,.960,.960,1.056,.976,.800,.928,.991,Stroop off run 2 components,.984,.912,1.151,.848,.895,.944,.992,.991,1.056,.944,Stroop off run 3 components,.833,.912,.960,.991,1.072,1.039,.912,.976,.960,1.039,Stroop off run 4 components,1.002,.847,.911,.992,.993,.926,.975,.993,.943,.927,Stroop off run 5 components,1.277,1.200,1.071,.943,1.040,1.104,1.072,.976,1.152,1.039,,Stroop on run 1 components,1.017,.992,1.023,1.040,1.087,1.376,1.216,1.007,1.663,1.040,Stroop on run 2 components,1.125,1.312,.976,.992,1.056,1.071,1.103,1.056,.976,1.135,Stroop on run 3 components,1.009,.944,1.008,.927,1.056,1.215,1.312,1.008,1.632,1.199,Stroop on run 4 components,.978,.960,1.103,.880,1.104,.929,.959,.927,.896,.943,Stroop on run 5 components,.945,1.120,.975,1.216,.880,.928,1.391,.912,1.088,.927,,5.506,,,1.967
