Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
17b,03/12/2013,15:18,70.779,68.325,6,6,139.104,-2.453,424.671,409.951,,3,5,,,12.811,10.690,13.624,18.257,15.396,,,15.303,16.244,12.015,12.703,12.060,,14.037,12.976,16.131,11.655,,Stroop off run 1 components,1.118,1.328,2.255,1.024,1.184,.928,1.456,1.023,1.312,1.184,Stroop off run 2 components,1.222,1.071,1.088,.959,1.152,.927,1.199,.912,.896,1.263,Stroop off run 3 components,1.419,1.391,1.119,1.408,.911,1.343,1.615,1.583,1.360,1.473,Stroop off run 4 components,1.147,1.743,1.871,1.839,1.280,2.200,1.441,2.492,2.597,1.648,Stroop off run 5 components,1.384,1.311,2.081,1.376,1.167,1.824,1.439,1.440,1.952,1.423,,Stroop on run 1 components,1.722,1.135,1.057,1.822,1.312,1.567,3.089,1.008,1.056,1.536,Stroop on run 2 components,1.212,1.951,1.376,1.439,2.065,1.584,1.456,2.699,1.184,1.280,Stroop on run 3 components,1.170,1.009,.847,.815,1.600,1.215,1.440,1.217,1.342,1.361,Stroop on run 4 components,2.035,1.280,1.279,1.295,.832,1.152,1.183,.977,1.359,1.311,Stroop on run 5 components,1.154,.991,1.151,1.104,.911,1.024,.880,1.215,1.168,2.461,,8.439,,,1.092
