Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
5b,28/11/2013,17:50,49.916,58.429,7,5,108.345,8.513,349.410,292.145,,3 5,,9.827,8.727,9.974,10.975,10.413,,,11.356,11.883,11.875,11.835,11.479,,10.136,10.283,11.108,11.949,,Stroop off run 1 components,1.062,.848,1.135,.976,.831,1.168,.880,.879,1.023,1.024,Stroop off run 2 components,.890,.943,.864,.864,.785,.799,.864,1.184,.848,.687,Stroop off run 3 components,.985,1.040,.992,.862,.866,.735,.704,1.199,1.391,1.200,Stroop off run 4 components,1.059,1.311,.800,1.008,.848,.960,1.392,.879,1.312,1.408,Stroop off run 5 components,1.103,.912,1.024,1.360,1.056,.879,.896,1.297,1.022,.864,,Stroop on run 1 components,1.119,.864,1.391,1.040,.976,.848,.992,1.119,1.153,1.855,Stroop on run 2 components,1.150,1.344,1.152,.864,.898,1.661,1.104,1.200,1.520,.993,Stroop on run 3 components,1.063,1.263,1.631,.880,1.087,1.663,.944,.960,.897,1.486,Stroop on run 4 components,1.103,1.040,.975,1.263,1.072,.976,1.760,1.231,1.248,1.168,Stroop on run 5 components,.963,1.071,2.311,.912,.992,.976,1.343,.896,1.040,.977,,16.173,,,.000
