Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
12a,02/12/2013,13:27,70.516,80.333,6,5,150.848,9.817,423.095,401.663,,3,,14.437,13.920,14.183,13.439,14.536,,,16.521,15.858,16.134,18.927,12.892,,14.303,14.498,14.775,13.693,,Stroop off run 1 components,1.115,1.727,1.215,1.521,1.454,1.455,1.583,1.153,1.710,1.503,Stroop off run 2 components,1.636,1.391,1.312,1.344,1.439,1.679,1.312,1.423,1.265,1.118,Stroop off run 3 components,1.323,1.424,1.135,1.168,1.503,1.712,1.183,1.408,1.824,1.503,Stroop off run 4 components,1.315,1.103,1.216,1.375,1.503,1.472,1.424,1.168,1.695,1.168,Stroop off run 5 components,1.628,1.248,1.552,1.242,1.285,1.680,1.200,1.488,1.728,1.487,,Stroop on run 1 components,1.550,1.551,1.424,1.904,1.983,1.776,1.952,1.487,1.295,1.599,Stroop on run 2 components,1.591,1.455,1.456,1.152,1.135,1.984,1.951,1.440,1.999,1.695,Stroop on run 3 components,1.099,1.951,1.871,1.712,1.312,1.249,1.678,1.520,2.031,1.711,Stroop on run 4 components,1.196,2.480,3.213,1.424,1.327,1.536,1.743,1.216,2.432,2.360,Stroop on run 5 components,1.280,1.072,1.295,1.183,1.455,1.392,1.552,1.167,1.120,1.375,,11.112,,,.000
