Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
7b,28/11/2013,19:35,57.210,64.229,5,5,121.439,7.018,286.052,321.143,,,11.252,10.986,10.523,12.254,12.196,,,13.276,13.589,12.044,13.514,11.807,,13.174,10.400,12.409,13.014,,Stroop off run 1 components,1.063,1.151,1.040,1.023,1.103,1.024,1.025,1.023,1.472,1.327,Stroop off run 2 components,1.023,1.070,.976,1.104,.943,.976,1.120,1.295,1.343,1.136,Stroop off run 3 components,.797,.960,.928,1.056,1.007,.960,1.023,1.120,1.120,1.551,Stroop off run 4 components,1.009,1.168,1.087,1.744,1.071,.976,2.096,1.089,1.056,.959,Stroop off run 5 components,1.558,1.088,1.119,1.056,1.504,1.039,.930,.974,1.297,1.632,,Stroop on run 1 components,1.024,1.439,1.599,1.952,1.343,1.040,1.248,1.311,1.168,1.151,Stroop on run 2 components,1.224,1.247,1.024,1.024,.976,2.432,1.217,1.646,1.360,1.440,Stroop on run 3 components,1.200,1.199,1.231,1.200,1.472,1.263,1.216,1.008,.960,1.296,Stroop on run 4 components,1.246,1.119,1.696,1.151,1.424,1.584,1.055,1.168,1.600,1.471,Stroop on run 5 components,1.154,1.232,1.135,1.169,.943,1.008,1.552,.975,1.568,1.071,,.000,,,.000
