Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
3a,27/11/2013,18:42,58.509,61.216,5,5,119.725,2.707,292.547,306.080,,,12.537,12.035,10.990,12.403,10.545,,,12.024,10.921,11.987,12.651,13.633,,11.786,12.017,12.916,12.070,,Stroop off run 1 components,1.388,1.440,.976,1.135,1.504,1.263,1.023,1.168,1.407,1.232,Stroop off run 2 components,1.270,.880,1.039,.944,1.472,.975,.976,1.824,1.024,1.631,Stroop off run 3 components,1.137,1.071,.928,.895,1.184,1.264,1.135,1.200,1.089,1.087,Stroop off run 4 components,1.207,.864,1.039,.896,1.328,1.519,1.839,.959,1.263,1.487,Stroop off run 5 components,1.188,1.136,.943,.992,1.376,1.008,.783,1.120,.911,1.088,,Stroop on run 1 components,1.371,1.648,1.007,1.215,.991,1.120,1.231,1.200,.976,1.264,Stroop on run 2 components,.956,.864,1.120,1.359,1.008,1.361,.942,1.232,.927,1.152,Stroop on run 3 components,1.287,.960,1.087,1.377,1.103,1.375,1.615,.880,1.200,1.104,Stroop on run 4 components,1.471,1.024,1.199,1.695,1.568,.992,1.168,1.008,.960,1.567,Stroop on run 5 components,1.733,1.183,.864,1.280,1.216,1.471,2.081,1.023,1.345,1.439,,.000,,,.000
