Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
16b,03/12/2013,14:47,74.392,96.581,5,5,170.973,22.189,371.960,482.904,,,14.831,13.472,13.289,16.537,16.263,,,16.075,22.568,18.542,20.239,19.157,,14.152,15.218,18.007,20.342,,Stroop off run 1 components,1.339,1.504,1.088,1.599,1.280,1.200,1.185,1.934,1.359,2.343,Stroop off run 2 components,2.308,1.200,.992,1.951,1.136,1.297,.927,1.375,1.071,1.216,Stroop off run 3 components,1.581,1.664,1.359,1.408,.976,1.183,1.200,1.231,1.184,1.503,Stroop off run 4 components,1.917,1.631,1.295,1.392,1.823,1.807,1.439,2.099,1.949,1.183,Stroop off run 5 components,2.116,1.216,.993,1.214,1.136,1.552,3.008,2.373,1.328,1.327,,Stroop on run 1 components,2.079,1.680,1.279,1.439,1.584,1.760,1.808,1.855,1.360,1.231,Stroop on run 2 components,2.029,2.533,2.375,1.248,1.391,1.472,1.247,1.295,7.057,1.920,Stroop on run 3 components,1.735,1.520,2.413,1.280,1.776,1.391,1.392,1.152,2.223,3.660,Stroop on run 4 components,2.710,1.280,2.310,2.517,2.795,1.871,1.359,1.552,2.438,1.406,Stroop on run 5 components,2.015,1.264,1.903,3.804,1.917,1.439,1.536,1.648,1.456,2.176,,.000,,,.000
