Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
2a,27/11/2013,17:55,50.715,50.675,5,5,101.389,-.040,253.573,253.374,,,10.284,9.910,10.469,9.903,10.149,,,10.277,10.961,9.476,9.827,10.134,,9.900,11.503,10.494,11.475,,Stroop off run 1 components,1.039,1.056,1.136,.960,1.072,1.057,.911,.944,1.104,1.008,Stroop off run 2 components,.936,.943,1.103,1.087,.912,.944,1.023,.960,1.055,.945,Stroop off run 3 components,.952,.944,.847,1.248,1.056,1.119,1.247,1.088,1.008,.960,Stroop off run 4 components,1.010,.864,1.119,1.024,.896,.848,1.119,1.136,.976,.912,Stroop off run 5 components,.937,1.199,1.007,.960,1.039,.991,.992,.991,.928,1.104,,Stroop on run 1 components,.952,1.007,.975,1.264,.991,.864,.977,1.135,1.072,1.040,Stroop on run 2 components,1.028,.944,.960,.991,1.151,1.136,1.184,1.200,1.375,.992,Stroop on run 3 components,.807,.928,.944,.944,.911,1.008,.943,1.024,.912,1.056,Stroop on run 4 components,.902,1.024,1.039,1.087,1.104,.992,.959,.912,.912,.895,Stroop on run 5 components,.984,.832,1.056,.832,1.056,.961,1.470,1.088,.864,.992,,.000,,,.000
