Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
6a,28/11/2013,18:19,67.773,62.089,5,5,129.861,-5.684,338.863,310.443,,,13.513,13.317,11.537,16.575,12.832,,,12.081,11.850,10.925,13.072,14.160,,13.079,13.084,13.082,13.135,,Stroop off run 1 components,1.293,1.647,1.104,1.151,1.583,1.712,1.295,1.119,1.248,1.360,Stroop off run 2 components,1.000,.976,1.392,1.375,1.055,1.296,1.312,1.999,1.504,1.407,Stroop off run 3 components,.901,1.056,1.247,1.279,1.439,1.408,1.104,1.200,.911,.991,Stroop off run 4 components,1.319,1.759,1.519,1.568,1.649,1.568,1.326,1.552,1.711,2.605,Stroop off run 5 components,1.331,1.168,1.263,1.328,1.407,1.168,1.407,1.023,1.152,1.584,,Stroop on run 1 components,1.125,1.135,.929,1.439,1.215,1.104,1.263,1.376,1.521,.974,Stroop on run 2 components,1.437,.960,1.136,.960,.928,1.200,1.504,1.263,1.296,1.167,Stroop on run 3 components,1.217,.879,.912,1.216,.879,1.023,1.360,1.023,1.376,1.039,Stroop on run 4 components,1.844,1.328,1.055,1.087,.993,1.616,1.598,1.200,1.247,1.103,Stroop on run 5 components,1.397,1.296,1.391,1.823,1.452,1.972,1.023,1.535,.944,1.327,,.000,,,.000
