Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
4a,28/11/2013,17:02,53.542,54.867,6,5,108.409,1.325,321.252,274.336,,4,,10.212,10.902,10.491,11.381,10.557,,,11.190,10.097,11.154,10.960,11.467,,10.358,10.740,11.230,10.660,,Stroop off run 1 components,1.015,1.311,1.008,1.072,.976,.975,.976,1.007,.944,.928,Stroop off run 2 components,1.305,1.056,1.103,1.136,1.088,1.024,1.023,1.104,.976,1.088,Stroop off run 3 components,1.405,1.008,.991,1.120,1.136,.960,.976,1.056,.897,.943,Stroop off run 4 components,1.016,1.023,1.584,.927,1.184,1.088,.927,1.025,1.630,.976,Stroop off run 5 components,1.089,1.103,1.200,1.072,.959,1.072,1.024,1.039,.912,1.088,,Stroop on run 1 components,1.035,.959,.912,1.343,1.088,1.232,1.039,1.136,1.264,1.183,Stroop on run 2 components,1.092,1.151,.975,.911,.944,1.008,.975,.928,1.135,.976,Stroop on run 3 components,1.205,1.184,1.152,1.040,1.119,.992,.912,1.023,1.008,1.520,Stroop on run 4 components,1.187,.896,1.087,.864,.880,1.183,1.727,1.135,.960,1.040,Stroop on run 5 components,1.422,1.008,1.616,.943,1.008,1.104,.911,1.391,1.168,.895,,5.949,,,.000
