Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
21a,05/12/2013,13:53,56.316,54.986,7,6,111.302,-1.330,394.210,329.917,,3 5,4,,,11.809,11.224,10.959,12.043,10.282,,,12.986,10.973,10.692,9.911,10.422,,12.575,11.622,12.950,11.952,,Stroop off run 1 components,1.092,1.231,.976,1.104,1.231,1.168,1.263,1.120,1.169,1.455,Stroop off run 2 components,1.130,.992,.975,1.040,1.280,1.039,1.327,1.072,1.136,1.233,Stroop off run 3 components,1.266,1.440,1.071,1.169,.894,1.136,1.137,.798,1.136,.912,Stroop off run 4 components,1.390,1.008,1.487,1.168,.928,1.151,1.183,1.280,1.168,1.279,Stroop off run 5 components,1.548,1.184,.927,.897,.816,1.071,.815,1.152,.897,.974,,Stroop on run 1 components,2.030,1.120,1.119,1.296,1.152,.959,1.136,1.296,1.423,1.456,Stroop on run 2 components,1.168,1.040,1.151,1.136,1.296,.927,.912,1.008,.831,1.504,Stroop on run 3 components,1.386,.798,1.201,1.118,1.008,.896,.880,.928,1.520,.959,Stroop on run 4 components,.763,.768,.994,1.022,1.168,.927,.976,.991,.975,1.328,Stroop on run 5 components,.922,1.216,.943,.816,.944,.976,1.216,1.471,1.104,.815,,8.915,,,9.237
