Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
22b,05/12/2013,14:47,61.829,65.021,5,5,126.850,3.192,309.147,325.104,,,11.351,12.045,11.728,12.709,13.996,,,12.754,12.280,14.443,11.671,13.874,,11.411,10.870,17.613,14.674,,Stroop off run 1 components,1.098,1.136,1.296,1.087,1.088,1.088,1.279,.864,1.168,1.248,Stroop off run 2 components,1.409,1.167,1.376,.879,1.120,1.360,1.087,1.408,1.231,1.008,Stroop off run 3 components,1.092,.943,1.135,1.056,.992,1.455,1.312,1.055,1.520,1.168,Stroop off run 4 components,1.369,1.279,.976,1.247,1.215,1.072,1.440,1.135,1.760,1.215,Stroop off run 5 components,1.216,1.040,1.455,1.072,1.279,1.487,2.031,1.375,1.408,1.631,,Stroop on run 1 components,1.221,1.904,1.375,.943,1.264,1.472,1.807,.848,.847,1.072,Stroop on run 2 components,1.325,1.023,1.856,.989,1.248,1.072,.975,1.056,.832,1.904,Stroop on run 3 components,1.558,2.136,1.935,1.280,1.472,1.440,1.183,1.312,1.231,.896,Stroop on run 4 components,1.258,.880,2.016,1.054,1.072,1.071,1.311,1.152,1.024,.831,Stroop on run 5 components,1.847,1.343,.848,.961,.846,1.104,1.056,1.104,3.134,1.631,,.000,,,.000
