Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
18b,04/12/2013,14:15,66.286,71.049,8,5,137.335,4.763,530.291,355.246,,1 2 6,,14.725,15.914,11.550,11.876,12.221,,,13.841,12.817,17.087,14.589,12.715,,11.043,11.915,14.115,14.223,,Stroop off run 1 components,2.755,1.217,1.983,.832,.959,1.408,1.359,1.136,.991,2.086,Stroop off run 2 components,1.655,1.409,1.789,1.344,1.216,.959,1.567,2.016,2.263,1.696,Stroop off run 3 components,.928,.960,1.008,1.103,1.184,1.504,1.088,1.407,.913,1.455,Stroop off run 4 components,1.288,1.008,1.039,1.200,1.392,1.312,.975,.800,1.168,1.695,Stroop off run 5 components,1.089,1.423,.914,1.725,.896,.960,1.502,1.072,1.087,1.552,,Stroop on run 1 components,1.189,1.727,1.088,1.135,1.264,1.423,1.695,1.936,1.311,1.072,Stroop on run 2 components,1.061,1.104,1.071,1.248,.960,1.264,1.567,1.952,1.615,.976,Stroop on run 3 components,1.174,1.392,1.455,1.136,2.670,1.168,.895,2.344,1.760,3.095,Stroop on run 4 components,1.952,1.616,1.647,1.552,1.520,1.487,1.169,1.455,1.152,1.039,Stroop on run 5 components,1.415,1.344,1.104,1.152,.848,1.168,1.215,.992,2.486,.991,,21.934,,,.000
