Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
18a,04/12/2013,13:56,61.427,72.099,5,5,133.526,10.671,307.136,360.493,,,10.908,12.165,11.189,14.428,12.737,,,12.652,16.706,15.271,13.915,13.555,,12.491,12.879,13.783,13.632,,Stroop off run 1 components,1.215,.943,1.104,1.312,.912,.960,1.087,1.216,1.312,.848,Stroop off run 2 components,1.302,1.200,1.104,1.519,1.264,2.034,1.024,.945,.895,.879,Stroop off run 3 components,1.001,1.152,1.360,.895,1.072,1.104,.976,1.535,1.200,.895,Stroop off run 4 components,1.359,1.360,1.055,1.184,1.057,1.023,1.823,1.439,1.648,2.480,Stroop off run 5 components,1.476,1.024,1.008,1.600,1.455,1.135,1.584,1.023,1.440,.992,,Stroop on run 1 components,1.598,1.248,.911,1.184,1.327,1.248,1.375,1.313,1.103,1.344,Stroop on run 2 components,1.608,2.081,.912,1.407,1.887,1.040,1.136,1.423,1.920,3.293,Stroop on run 3 components,1.315,1.631,1.887,.896,1.424,1.263,2.121,1.904,1.694,1.135,Stroop on run 4 components,1.495,1.183,1.296,1.216,1.119,1.424,2.264,1.216,1.519,1.184,Stroop on run 5 components,2.630,1.280,1.071,1.344,1.120,1.168,1.151,1.295,1.168,1.327,,.000,,,.000
