Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
10a,29/11/2013,20:50,72.120,75.036,5,5,147.156,2.916,360.598,375.179,,,15.127,14.793,14.627,13.371,14.201,,,16.434,15.111,14.005,15.208,14.278,,11.951,14.136,14.308,13.858,,Stroop off run 1 components,1.836,1.087,2.240,1.727,1.263,1.200,1.296,1.760,1.311,1.408,Stroop off run 2 components,1.546,1.088,1.280,1.327,1.328,1.071,1.344,1.312,2.786,1.712,Stroop off run 3 components,2.280,1.200,1.167,1.599,1.184,1.376,1.471,1.008,1.936,1.407,Stroop off run 4 components,1.679,1.055,1.071,1.856,1.248,1.248,1.119,.976,.977,2.142,Stroop off run 5 components,1.853,1.808,1.008,1.119,1.872,1.199,1.296,1.376,1.631,1.040,,Stroop on run 1 components,1.908,1.285,1.359,1.552,1.167,2.081,1.567,1.679,1.135,2.700,Stroop on run 2 components,1.448,1.023,1.536,1.344,1.472,.927,1.935,2.053,1.456,1.919,Stroop on run 3 components,1.737,1.184,1.839,1.104,1.040,1.646,1.408,1.535,1.024,1.487,Stroop on run 4 components,1.739,1.824,1.247,1.888,2.080,1.008,.927,1.344,1.809,1.342,Stroop on run 5 components,2.105,1.423,1.073,.928,1.824,1.199,1.009,2.079,1.280,1.360,,.000,,,.000
