Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
17a,03/12/2013,15:43,60.269,63.164,7,9,123.432,2.895,421.880,568.474,,3 4,1 3 4 7,,,12.294,13.051,12.254,13.001,9.669,,,14.700,13.238,11.192,11.108,12.925,,11.047,13.499,17.025,12.343,,Stroop off run 1 components,1.050,1.056,.816,.816,1.599,2.016,1.280,1.071,1.184,1.407,Stroop off run 2 components,1.678,1.216,1.375,1.200,1.103,1.151,1.409,1.087,1.327,1.503,Stroop off run 3 components,1.778,1.024,1.072,1.471,.896,1.583,1.071,1.312,.943,1.103,Stroop off run 4 components,1.244,1.392,1.950,1.728,1.600,1.471,1.040,.816,1.104,.656,Stroop off run 5 components,.935,.928,.737,1.229,1.025,1.103,.735,1.312,.863,.800,,Stroop on run 1 components,1.776,1.456,.896,1.647,1.408,1.297,2.174,1.345,1.294,1.408,Stroop on run 2 components,2.538,1.519,.945,.959,1.471,1.393,1.198,1.247,.992,.976,Stroop on run 3 components,1.436,1.183,1.231,1.232,1.039,1.024,.831,.959,1.088,1.167,Stroop on run 4 components,1.671,1.041,.798,1.216,.848,1.072,.863,1.343,.880,1.375,Stroop on run 5 components,1.233,1.519,.959,.881,.960,1.647,1.871,1.696,1.249,.910,,17.570,,,26.090
