Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
2b,27/11/2013,17:34,49.488,59.454,10,8,108.942,9.966,494.877,475.631,,2 5 6 8 9,1 2 4,,,9.830,11.198,8.998,9.509,9.953,,,13.286,12.922,10.560,12.105,10.581,,9.270,10.399,12.576,10.707,,Stroop off run 1 components,.937,1.040,1.056,.895,.864,.960,.992,.959,1.216,.912,Stroop off run 2 components,.898,1.105,.863,1.535,1.056,1.104,.975,1.583,1.120,.959,Stroop off run 3 components,.857,.832,.848,.879,.768,.816,1.056,1.072,.991,.880,Stroop off run 4 components,1.111,.864,.816,1.184,.832,1.055,.880,.863,1.024,.879,Stroop off run 5 components,1.028,1.072,1.152,.848,.927,.800,1.088,1.119,.960,.960,,Stroop on run 1 components,1.150,.960,.913,1.136,.895,3.051,1.279,1.008,1.727,1.167,Stroop on run 2 components,1.212,1.296,1.119,1.104,1.743,1.471,1.376,1.551,1.184,.865,Stroop on run 3 components,1.234,.880,.961,1.023,.991,1.120,1.279,1.072,1.039,.960,Stroop on run 4 components,.956,1.072,.912,1.455,1.232,1.967,1.263,1.329,1.087,.832,Stroop on run 5 components,.968,.896,.848,1.119,1.010,1.150,1.312,.993,1.200,1.087,,25.566,,,17.268
