Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
16a,03/12/2013,14:20,79.877,104.887,5,5,184.765,25.010,399.387,524.436,,,15.736,15.144,14.274,16.639,18.084,,,19.915,24.422,20.799,18.953,20.798,,21.258,14.495,21.972,19.794,,Stroop off run 1 components,1.349,1.280,.959,1.215,2.318,1.215,1.247,1.056,1.215,3.880,Stroop off run 2 components,1.884,1.503,1.727,1.791,1.441,1.423,1.233,1.215,1.343,1.584,Stroop off run 3 components,1.670,1.503,1.248,1.151,1.247,1.233,1.454,1.313,1.487,1.967,Stroop off run 4 components,1.846,1.599,1.025,2.863,1.488,1.217,1.230,1.344,2.651,1.376,Stroop off run 5 components,2.321,1.551,1.055,2.136,1.856,1.776,1.359,3.166,1.215,1.648,,Stroop on run 1 components,1.777,1.472,1.390,1.839,1.936,1.326,2.033,2.412,3.579,2.151,Stroop on run 2 components,2.982,1.360,1.023,1.877,6.290,3.205,2.373,2.081,1.680,1.551,Stroop on run 3 components,2.031,1.359,1.424,2.769,2.279,2.412,2.081,1.215,2.658,2.572,Stroop on run 4 components,2.181,1.424,1.583,2.096,1.553,2.554,1.503,2.492,1.887,1.679,Stroop on run 5 components,2.677,1.328,1.391,2.135,2.026,2.381,2.096,1.616,3.150,1.998,,.000,,,.000
