Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
5a,28/11/2013,17:31,51.268,59.852,7,8,111.120,8.584,358.877,478.814,,4 5,2 5 7,,,10.481,10.500,9.236,10.213,10.838,,,13.070,12.823,11.340,11.431,11.188,,11.897,11.746,12.549,11.815,,Stroop off run 1 components,1.108,1.057,1.088,1.087,1.104,.944,1.137,1.022,.976,.960,Stroop off run 2 components,1.031,.896,1.104,.944,1.167,.991,.960,1.439,.992,.975,Stroop off run 3 components,1.208,.958,1.024,.879,.880,.880,.768,1.056,.705,.878,Stroop off run 4 components,1.161,1.055,.977,1.118,1.168,.847,1.120,.992,.959,.816,Stroop off run 5 components,.937,.783,.993,1.167,.865,1.214,.816,1.344,.880,1.839,,Stroop on run 1 components,1.458,1.024,1.231,1.088,1.776,1.119,1.472,1.311,1.488,1.103,Stroop on run 2 components,1.194,1.951,1.040,1.279,1.168,1.263,1.120,1.183,1.376,1.248,Stroop on run 3 components,1.182,1.232,.879,.976,.912,1.056,1.232,1.009,1.678,1.184,Stroop on run 4 components,1.194,.864,.928,.895,1.247,1.504,1.664,1.183,.850,1.102,Stroop on run 5 components,1.367,.864,1.263,1.520,1.023,1.184,.879,.864,1.266,.958,,13.691,,,21.709
