Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
11a,02/12/2013,11:04,74.671,88.366,5,5,163.037,13.696,373.354,441.832,,,14.349,16.563,17.484,13.006,13.270,,,24.616,18.446,17.242,13.346,14.716,,14.263,13.937,15.274,16.721,,Stroop off run 1 components,1.206,.992,2.972,1.583,.928,1.264,1.296,1.407,1.232,1.471,Stroop off run 2 components,1.008,1.440,2.047,1.520,1.487,3.846,1.024,1.263,1.567,1.360,Stroop off run 3 components,3.120,1.903,1.521,1.007,1.247,1.248,2.032,1.871,2.015,1.520,Stroop off run 4 components,1.242,.801,1.007,1.535,.896,.863,2.551,1.103,1.408,1.599,Stroop off run 5 components,1.481,1.056,.800,1.184,1.008,.831,1.712,1.359,2.272,1.567,,Stroop on run 1 components,2.350,4.067,4.837,2.112,1.183,.912,2.494,1.488,1.654,3.520,Stroop on run 2 components,2.165,.894,1.264,1.631,3.514,2.063,1.104,1.743,2.614,1.454,Stroop on run 3 components,1.324,4.658,1.168,1.104,1.040,1.936,1.214,1.391,1.440,1.967,Stroop on run 4 components,1.621,.912,1.104,1.520,1.839,1.311,1.056,1.903,.992,1.088,Stroop on run 5 components,1.121,2.152,2.374,1.024,.944,.928,1.201,1.423,1.536,2.015,,.000,,,.000
