Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop off,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
6b,28/11/2013,18:43,60.224,57.476,6,6,117.700,-2.749,361.346,344.855,,4,2,,,13.110,13.544,11.554,11.631,10.386,,,12.966,11.214,10.288,10.650,12.358,,12.593,11.412,15.807,12.768,,Stroop off run 1 components,1.401,1.263,1.311,1.073,1.039,1.919,1.168,1.344,1.455,1.136,Stroop off run 2 components,1.340,1.567,1.695,1.136,1.279,1.376,1.055,1.248,1.103,1.744,Stroop off run 3 components,1.845,.896,1.136,.880,.896,1.215,1.056,1.360,1.120,1.151,Stroop off run 4 components,1.011,1.886,1.185,1.055,.927,.976,1.343,1.280,1.040,.927,Stroop off run 5 components,1.220,.880,.784,.783,1.200,1.199,1.055,.944,1.199,1.119,,Stroop on run 1 components,1.358,1.200,1.008,.880,1.647,.928,.832,1.119,2.826,1.168,Stroop on run 2 components,.961,1.152,.864,1.408,.959,1.104,1.455,1.296,.897,1.118,Stroop on run 3 components,1.171,1.087,.912,.977,1.006,.879,1.104,.928,.976,1.248,Stroop on run 4 components,1.182,.865,1.877,.809,.944,1.215,1.024,.960,.929,.846,Stroop on run 5 components,1.161,.992,.959,1.840,1.823,1.120,.960,1.087,1.056,1.360,,8.663,,,2.689
